,tail_num,manufacturer,model
0,N582AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
1,N439AA,MCDONNELL DOUGLAS,DC-9-83(MD-83)
2,N553AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
3,N558AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
4,N536AA,AMERICAN AIRCRAFT INC,FALCON XP
5,N426AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
6,N595AA,MCDONNELL DOUGLAS,DC-9-83(MD-83)
7,N915XJ,BOMBARDIER INC,CL-600-2D24
8,N916XJ,BOMBARDIER INC,CL-600-2D24
9,N932XJ,BOMBARDIER INC,CL-600-2D24
10,N901XJ,BOMBARDIER INC,CL-600-2D24
11,N906XJ,BOMBARDIER INC,CL-600-2D24
12,N933XJ,BOMBARDIER INC,CL-600-2D24
13,N372AA,SIKORSKY,EH-60A
14,N294JB,EMBRAER,ERJ 190-100 IGW
15,N334JB,EMBRAER,ERJ 190-100 IGW
16,N590AA,MCDONNELL DOUGLAS,DC-9-83(MD-83)
17,N482AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
18,N966DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
19,N15980,EMBRAER,EMB-145LR
20,N12166,EMBRAER,EMB-145XR
21,N11548,EMBRAER,EMB-145LR
22,N12163,EMBRAER,EMB-145XR
23,N21537,EMBRAER,EMB-145LR
24,N15555,EMBRAER,EMB-145LR
25,N11539,EMBRAER,EMB-145LR
26,N14916,EMBRAER,EMB-145LR
27,N16147,EMBRAER,EMB-145XR
28,N13202,EMBRAER,EMB-145XR
29,N11164,EMBRAER,EMB-145XR
30,N909EV,BOMBARDIER INC,CL-600-2B19
31,N820AS,CANADAIR,CL-600-2B19
32,N877AS,BOMBARDIER INC,CL-600-2B19
33,N11199,EMBRAER,EMB-145XR
34,N48901,EMBRAER,EMB-145LR
35,N14573,EMBRAER,EMB-145LR
36,N15574,EMBRAER,EMB-145LR
37,N15910,EMBRAER,EMB-145LR
38,N11137,EMBRAER,EMB-145XR
39,N13553,EMBRAER,EMB-145LR
40,N15572,EMBRAER,EMB-145LR
41,N34110,EMBRAER,EMB-145XR
42,N17196,EMBRAER,EMB-145XR
43,N756SK,BOMBARDIER INC,CL-600-2C10
44,N726SK,BOMBARDIER INC,CL-600-2C10
45,N928SW,BOMBARDIER INC,CL-600-2B19
46,N772SK,BOMBARDIER INC,CL-600-2C10
47,N840MQ,CANADAIR LTD,CF-5D
48,N938SW,BOMBARDIER INC,CL-600-2B19
49,N978SW,BOMBARDIER INC,CL-600-2B19
50,N958SW,BOMBARDIER INC,CL-600-2B19
51,N986CA,CANADAIR,CL-600-2B19
52,N908SW,BOMBARDIER INC,CL-600-2B19
53,N916SW,BOMBARDIER INC,CL-600-2B19
54,N943SW,BOMBARDIER INC,CL-600-2B19
55,N934SW,BOMBARDIER INC,CL-600-2B19
56,N820SK,BOMBARDIER INC,CL-600-2D24
57,N802SK,BOMBARDIER INC,CL-600-2D24
58,N38403,BOEING,737-924
59,N81449,BOEING,737-924ER
60,N33284,BOEING,737-824
61,N26226,BOEING,737-824
62,N16709,BOEING,737-724
63,N37462,BOEING,737-924ER
64,N16234,BOEING,737-824
65,N211UA,BOEING,777-222
66,N467UA,AIRBUS INDUSTRIE,A320-232
67,N846UA,AIRBUS INDUSTRIE,A319-131
68,N806UA,AIRBUS INDUSTRIE,A319-131
69,N427UA,AIRBUS INDUSTRIE,A320-232
70,N840UA,AIRBUS INDUSTRIE,A319-131
71,N841UA,AIRBUS INDUSTRIE,A319-131
72,N833UA,AIRBUS INDUSTRIE,A319-131
73,N459UA,AIRBUS INDUSTRIE,A320-232
74,N807UA,AIRBUS INDUSTRIE,A319-131
75,N474UA,AIRBUS INDUSTRIE,A320-232
76,N441UA,AIRBUS INDUSTRIE,A320-232
77,N573UA,BOEING,767-300
78,N443UA,AIRBUS INDUSTRIE,A320-232
79,N420UA,AIRBUS INDUSTRIE,A320-232
80,N587UA,BOEING,757-222
81,N433UA,AIRBUS INDUSTRIE,A320-232
82,N849UA,AIRBUS INDUSTRIE,A319-131
83,N649UA,BOEING,767-322
84,N801UA,AIRBUS INDUSTRIE,A319-131
85,N482UA,AIRBUS INDUSTRIE,A320-232
86,N495UA,AIRBUS,A320-232
87,N854UA,AIRBUS,A319-131
88,N579UA,BOEING,737-700
89,N453UA,AIRBUS INDUSTRIE,A320-232
90,N476UA,AIRBUS INDUSTRIE,A320-232
91,N552UA,BOEING,757-222
92,N408UA,AIRBUS INDUSTRIE,A320-232
93,N406UA,AIRBUS INDUSTRIE,A320-232
94,N853UA,AIRBUS,A319-131
95,N803UA,AIRBUS INDUSTRIE,A319-131
96,N595UA,BOEING,757-222
97,N844UA,AIRBUS INDUSTRIE,A319-131
98,N838UA,AIRBUS INDUSTRIE,A319-131
99,N497UA,AIRBUS,A320-232
100,N484UA,AIRBUS INDUSTRIE,A320-232
101,N816UA,AIRBUS INDUSTRIE,A319-131
102,N485UA,AIRBUS INDUSTRIE,A320-232
103,N845UA,AIRBUS INDUSTRIE,A319-131
104,N826UA,AIRBUS INDUSTRIE,A319-131
105,N487UA,AIRBUS INDUSTRIE,A320-232
106,N563UA,BOEING,757-222
107,N848UA,AIRBUS INDUSTRIE,A319-131
108,N426UA,AIRBUS INDUSTRIE,A320-232
109,N416UA,AIRBUS INDUSTRIE,A320-232
110,N417UA,AIRBUS INDUSTRIE,A320-232
111,N425UA,AIRBUS INDUSTRIE,A320-232
112,N447UA,AIRBUS INDUSTRIE,A320-232
113,N590UA,BOEING,757-222
114,N471UA,AIRBUS INDUSTRIE,A320-232
115,N475UA,AIRBUS INDUSTRIE,A320-232
116,N444UA,AIRBUS INDUSTRIE,A320-232
117,N718SK,BOMBARDIER INC,CL-600-2C10
118,N705SK,BOMBARDIER INC,CL-600-2C10
119,N764SK,BOMBARDIER INC,CL-600-2C10
120,N750SK,BOMBARDIER INC,CL-600-2C10
121,N707SK,BOMBARDIER INC,CL-600-2C10
122,N779SK,BOMBARDIER INC,CL-600-2C10
123,N754SK,BOMBARDIER INC,CL-600-2C10
124,N793SK,BOMBARDIER INC,CL-600-2C10
125,N762SK,BOMBARDIER INC,CL-600-2C10
126,N702SK,BOMBARDIER INC,CL-600-2C10
127,N912SW,BOMBARDIER INC,CL-600-2B19
128,N919SW,BOMBARDIER INC,CL-600-2B19
129,N976SW,BOMBARDIER INC,CL-600-2B19
130,N834UA,AIRBUS INDUSTRIE,A319-131
131,N813UA,AIRBUS INDUSTRIE,A319-131
132,N839UA,AIRBUS INDUSTRIE,A319-131
133,N836UA,AIRBUS INDUSTRIE,A319-131
134,N492UA,AIRBUS,A320-232
135,N821UA,AIRBUS INDUSTRIE,A319-131
136,N565UA,BOEING,757-222
137,N456UA,AIRBUS INDUSTRIE,A320-232
138,N477UA,AIRBUS INDUSTRIE,A320-232
139,N835UA,AIRBUS INDUSTRIE,A319-131
140,N818UA,AIRBUS INDUSTRIE,A319-131
141,N830UA,AIRBUS INDUSTRIE,A319-131
142,N411UA,AIRBUS INDUSTRIE,A320-232
143,N819UA,AIRBUS INDUSTRIE,A319-131
144,N855UA,AIRBUS,A319-131
145,N851UA,AIRBUS,A319-131
146,N452UA,AIRBUS INDUSTRIE,A320-232
147,N823UA,AIRBUS INDUSTRIE,A319-131
148,N494UA,AIRBUS,A320-232
149,N442UA,AIRBUS INDUSTRIE,A320-232
150,N963SW,BOMBARDIER INC,CL-600-2B19
151,N929SW,BOMBARDIER INC,CL-600-2B19
152,N936SW,BOMBARDIER INC,CL-600-2B19
153,N920SW,BOMBARDIER INC,CL-600-2B19
154,N965SW,BOMBARDIER INC,CL-600-2B19
155,N941SW,BOMBARDIER INC,CL-600-2B19
156,N75428,BOEING,737-924ER
157,N27724,BOEING,737-724
158,N38424,BOEING,737-924ER
159,N33289,BOEING,737-824
160,N560UW,AIRBUS,A321-231
161,N187US,AIRBUS,A321-211
162,N704US,AIRBUS INDUSTRIE,A319-112
163,N519UW,AIRBUS,A321-231
164,N655AW,AIRBUS INDUSTRIE,A320-232
165,N481UA,AIRBUS INDUSTRIE,A320-232
166,N843UA,AIRBUS INDUSTRIE,A319-131
167,N820UA,AIRBUS INDUSTRIE,A319-131
168,N648UA,BOEING,767-322
169,N469UA,AIRBUS INDUSTRIE,A320-232
170,N401UA,AIRBUS INDUSTRIE,A320-232
171,N569UA,BOEING,737-500
172,N454UA,AIRBUS INDUSTRIE,A320-232
173,N77258,BOEING,737-824
174,N24224,BOEING,737-824
175,N39450,BOEING,737-924ER
176,N73251,BOEING,737-824
177,N77295,BOEING,737-824
178,N76062,BOEING,767-424ER
179,N27205,BOEING,737-824
180,N37263,BOEING,737-824
181,N77510,BOEING,737-824
182,N34282,BOEING,737-824
183,N37420,BOEING,737-924ER
184,N14219,BOEING,737-824
185,N38459,BOEING,737-924ER
186,N33103,BOEING,757-224
187,N75432,BOEING,737-924ER
188,N12216,BOEING,737-824
189,N73270,BOEING,737-824
190,N36272,BOEING,737-824
191,N27213,BOEING,737-824
192,N16217,BOEING,737-824
193,N37298,BOEING,737-824
194,N78506,BOEING,737-824
195,N37409,BOEING,737-924
196,N33286,BOEING,737-824
197,N37273,BOEING,737-824
198,N87513,BOEING,737-824
199,N27722,BOEING,737-724
200,N57869,BOEING,757-33N
201,N28457,BOEING,737-924ER
202,N33209,BOEING,737-824
203,N39423,BOEING,737-924ER
204,N54711,BOEING,737-724
205,N34455,BOEING,737-924ER
206,N33262,BOEING,737-824
207,N37465,BOEING,737-924ER
208,N36247,BOEING,737-824
209,N37437,BOEING,737-924ER
210,N75435,BOEING,737-924ER
211,N37464,BOEING,737-924ER
212,N76504,BOEING,737-824
213,N76505,BOEING,737-824
214,N543UW,AIRBUS,A321-231
215,N105UW,AIRBUS INDUSTRIE,A320-214
216,N512MJ,BOMBARDIER INC,CL-600-2C10
217,N503MJ,BOMBARDIER INC,CL-600-2C10
218,N510MJ,BOMBARDIER INC,CL-600-2C10
219,N515MJ,BOMBARDIER INC,CL-600-2C10
220,N519LR,BOMBARDIER INC,CL-600-2C10
221,N507MJ,BOMBARDIER INC,CL-600-2C10
222,N501MJ,BOMBARDIER INC,CL-600-2C10
223,N509MJ,BOMBARDIER INC,CL-600-2C10
224,N505MJ,BOMBARDIER INC,CL-600-2C10
225,N511MJ,BOMBARDIER INC,CL-600-2C10
226,N518LR,BOMBARDIER INC,CL-600-2C10
227,N513MJ,BOMBARDIER INC,CL-600-2C10
228,N504MJ,BOMBARDIER INC,CL-600-2C10
229,N8495B,BOMBARDIER INC,CL-600-2B19
230,N833AY,BOMBARDIER INC,CL-600-2B19
231,N8710A,BOMBARDIER INC,CL-600-2B19
232,N8946A,BOMBARDIER INC,CL-600-2B19
233,N909XJ,BOMBARDIER INC,CL-600-2D24
234,N601LR,BOMBARDIER INC,CL-600-2D24
235,N918XJ,BOMBARDIER INC,CL-600-2D24
236,N912XJ,BOMBARDIER INC,CL-600-2D24
237,N8771A,BOMBARDIER INC,CL-600-2B19
238,N8560F,BOMBARDIER INC,CL-600-2B19
239,N8598B,BOMBARDIER INC,CL-600-2B19
240,N8709A,BOMBARDIER INC,CL-600-2B19
241,N8948B,BOMBARDIER INC,CL-600-2B19
242,N8751D,BOMBARDIER INC,CL-600-2B19
243,N812AY,BOMBARDIER INC,CL-600-2B19
244,N8745B,BOMBARDIER INC,CL-600-2B19
245,N8659B,BOMBARDIER INC,CL-600-2B19
246,N8980A,BOMBARDIER INC,CL-600-2B19
247,N8891A,BOMBARDIER INC,CL-600-2B19
248,N200AA,TEXTRON AVIATION INC,208B
249,N566AA,MCDONNELL DOUGLAS,DC-9-83(MD-83)
250,N201AA,CESSNA,150
251,N424AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
252,N589AA,MCDONNELL DOUGLAS,DC-9-83(MD-83)
253,N528AA,LAMBERT RICHARD,FALCON XP
254,N561AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
255,N477AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
256,N583AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
257,N501AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
258,N551AS,BOEING,737-890
259,N560AS,BOEING,737-890
260,N565AS,BOEING,737-890
261,N309AS,BOEING,737-990
262,N346JB,EMBRAER,ERJ 190-100 IGW
263,N183JB,EMBRAER,ERJ 190-100 IGW
264,N284JB,EMBRAER,ERJ 190-100 IGW
265,N216JB,EMBRAER,ERJ 190-100 IGW
266,N239JB,EMBRAER,ERJ 190-100 IGW
267,N197JB,EMBRAER,ERJ 190-100 IGW
268,N901DE,MCDONNELL DOUGLAS CORPORATION,MD-88
269,N376NW,AIRBUS,A320-212
270,N553NW,BOEING,757-251
271,N319NB,AIRBUS INDUSTRIE,A319-114
272,N998DL,MCDONNELL DOUGLAS CORPORATION,MD-88
273,N355NW,AIRBUS INDUSTRIE,A320-212
274,N347NW,AIRBUS INDUSTRIE,A320-212
275,N992DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
276,N542US,BOEING,757-251
277,N342NB,AIRBUS,A319-114
278,N329NW,AIRBUS INDUSTRIE,A320-211
279,N326US,AIRBUS INDUSTRIE,A320-211
280,N18120,EMBRAER,EMB-145XR
281,N11165,EMBRAER,EMB-145XR
282,N12195,EMBRAER,EMB-145XR
283,N12136,EMBRAER,EMB-145XR
284,N12145,EMBRAER,EMB-145XR
285,N21154,EMBRAER,EMB-145XR
286,N16112,EMBRAER,EMB-145XR
287,N11193,EMBRAER,EMB-145XR
288,N14974,EMBRAER,EMB-145LR
289,N22909,EMBRAER,EMB-145LR
290,N29917,EMBRAER,EMB-145LR
291,N10156,EMBRAER,EMB-145XR
292,N13965,EMBRAER,EMB-145LR
293,N16987,EMBRAER,EMB-145LR
294,N11191,EMBRAER,EMB-145XR
295,N16561,EMBRAER,EMB-145LR
296,N13949,EMBRAER,EMB-145LR
297,N13969,EMBRAER,EMB-145LR
298,N23139,EMBRAER,EMB-145XR
299,N14558,EMBRAER,EMB-145LR
300,N11565,EMBRAER,EMB-145LR
301,N12569,EMBRAER,EMB-145LR
302,N11184,EMBRAER,EMB-145XR
303,N27152,EMBRAER,EMB-145XR
304,N12167,EMBRAER,EMB-145XR
305,N17138,EMBRAER,EMB-145XR
306,N14148,EMBRAER,EMB-145XR
307,N14180,EMBRAER,EMB-145XR
308,N31131,EMBRAER,EMB-145XR
309,N14105,EMBRAER,EMB-145XR
310,N12157,EMBRAER,EMB-145XR
311,N13992,EMBRAER,EMB-145LR
312,N519MQ,CESSNA,A185F
313,N548CA,BOMBARDIER INC,CL-600-2D24
314,N689CA,BOMBARDIER INC,CL-600-2D24
315,N692CA,BOMBARDIER INC,CL-600-2D24
316,N806SK,BOMBARDIER INC,CL-600-2D24
317,N813SK,BOMBARDIER INC,CL-600-2D24
318,N809SK,BOMBARDIER INC,CL-600-2D24
319,N766SK,BOMBARDIER INC,CL-600-2C10
320,N693CA,BOMBARDIER INC,CL-600-2D24
321,N817SK,BOMBARDIER INC,CL-600-2D24
322,N549CA,BOMBARDIER INC,CL-600-2D24
323,N930SW,BOMBARDIER INC,CL-600-2B19
324,N962SW,BOMBARDIER INC,CL-600-2B19
325,N982SW,BOMBARDIER INC,CL-600-2B19
326,N905SW,BOMBARDIER INC,CL-600-2B19
327,N924SW,BOMBARDIER INC,CL-600-2B19
328,N471CA,BOMBARDIER INC,CL-600-2B19
329,N903SW,BOMBARDIER INC,CL-600-2B19
330,N975SW,BOMBARDIER INC,CL-600-2B19
331,N805SK,BOMBARDIER INC,CL-600-2D24
332,N679SA,BOMBARDIER INC,CL-600-2B19
333,N701SK,BOMBARDIER INC,CL-600-2C10
334,N708SK,BOMBARDIER INC,CL-600-2C10
335,N701BR,BOMBARDIER INC,CL-600-2B19
336,N970SW,BOMBARDIER INC,CL-600-2B19
337,N973SW,BOMBARDIER INC,CL-600-2B19
338,N961SW,BOMBARDIER INC,CL-600-2B19
339,N967SW,BOMBARDIER INC,CL-600-2B19
340,N652BR,BOMBARDIER INC,CL-600-2B19
341,N969SW,BOMBARDIER INC,CL-600-2B19
342,N937SW,BOMBARDIER INC,CL-600-2B19
343,N927SW,BOMBARDIER INC,CL-600-2B19
344,N960SW,BOMBARDIER INC,CL-600-2B19
345,N959SW,BOMBARDIER INC,CL-600-2B19
346,N789SK,BOMBARDIER INC,CL-600-2C10
347,N770SK,BOMBARDIER INC,CL-600-2C10
348,N797SK,BOMBARDIER INC,CL-600-2C10
349,N746SK,BOMBARDIER INC,CL-600-2C10
350,N713SK,BOMBARDIER INC,CL-600-2C10
351,N703SK,BOMBARDIER INC,CL-600-2C10
352,N719SK,BOMBARDIER INC,CL-600-2C10
353,N755SK,BOMBARDIER INC,CL-600-2C10
354,N794SK,BOMBARDIER INC,CL-600-2C10
355,N740SK,BOMBARDIER INC,CL-600-2C10
356,N744SK,BOMBARDIER INC,CL-600-2C10
357,N702BR,BOMBARDIER INC,CL-600-2B19
358,N935SW,BOMBARDIER INC,CL-600-2B19
359,N77431,BOEING,737-924ER
360,N14250,BOEING,737-824
361,N76526,BOEING,737-824
362,N13718,BOEING,737-724
363,N75429,BOEING,737-924ER
364,N76254,BOEING,737-824
365,N212UA,BOEING,777-222
366,N403UA,AIRBUS INDUSTRIE,A320-232
367,N468UA,AIRBUS INDUSTRIE,A320-232
368,N814UA,AIRBUS INDUSTRIE,A319-131
369,N466UA,AIRBUS INDUSTRIE,A320-232
370,N462UA,AIRBUS INDUSTRIE,A320-232
371,N659UA,BOEING,767-322
372,N831UA,AIRBUS INDUSTRIE,A319-131
373,N405UA,AIRBUS INDUSTRIE,A320-232
374,N439UA,AIRBUS INDUSTRIE,A320-232
375,N434UA,AIRBUS INDUSTRIE,A320-232
376,N775UA,BOEING,777-222
377,N437UA,AIRBUS INDUSTRIE,A320-232
378,N410UA,AIRBUS INDUSTRIE,A320-232
379,N804UA,AIRBUS INDUSTRIE,A319-131
380,N449UA,AIRBUS INDUSTRIE,A320-232
381,N448UA,AIRBUS INDUSTRIE,A320-232
382,N832UA,AIRBUS INDUSTRIE,A319-131
383,N827UA,AIRBUS INDUSTRIE,A319-131
384,N429UA,AIRBUS INDUSTRIE,A320-232
385,N568UA,BOEING,757-222
386,N655UA,BOEING,767-322
387,N458UA,AIRBUS INDUSTRIE,A320-232
388,N78509,BOEING,737-824
389,N38451,BOEING,737-924ER
390,N23708,BOEING,737-724
391,N39416,BOEING,737-924ER
392,N73299,BOEING,737-824
393,N77296,BOEING,737-824
394,N76010,BOEING,777-224
395,N36207,BOEING,737-824
396,N76519,BOEING,737-824
397,N16701,BOEING,737-724
398,N38443,BOEING,737-924ER
399,N77430,BOEING,737-924ER
400,N12125,BOEING,757-224
401,N37267,BOEING,737-824
402,N73275,BOEING,737-824
403,N33292,BOEING,737-824
404,N34222,BOEING,737-824
405,N73283,BOEING,737-824
406,N14242,BOEING,737-824
407,N76288,BOEING,737-824
408,N73276,BOEING,737-824
409,N27239,BOEING,737-824
410,N75851,BOEING,757-324
411,N53441,BOEING,737-924ER
412,N29717,BOEING,737-724
413,N552UW,AIRBUS,A321-231
414,N652AW,AIRBUS INDUSTRIE,A320-232
415,N651AW,AIRBUS INDUSTRIE,A320-232
416,N661AW,AIRBUS INDUSTRIE,A320-232
417,N108UW,AIRBUS INDUSTRIE,A320-214
418,N188US,AIRBUS,A321-211
419,N193UW,AIRBUS,A321-211
420,N185UW,AIRBUS INDUSTRIE,A321-211
421,N119US,AIRBUS INDUSTRIE,A320-214
422,N170US,AIRBUS INDUSTRIE,A321-211
423,N194UW,AIRBUS,A321-211
424,N787SK,BOMBARDIER INC,CL-600-2C10
425,N523VA,AIRBUS,A319-112
426,N524VA,AIRBUS,A319-112
427,N641VA,AIRBUS,A320-214
428,N630VA,AIRBUS,A320-214
429,N526VA,AIRBUS,A319-112
430,N626VA,AIRBUS,A320-214
431,N624VA,AIRBUS,A320-214
432,N529VA,AIRBUS,A319-112
433,N521VA,AIRBUS,A319-112
434,N636VA,AIRBUS,A320-214
435,N537UW,AIRBUS,A321-231
436,N738US,AIRBUS INDUSTRIE,A319-112
437,N508MJ,BOMBARDIER INC,CL-600-2C10
438,N502MJ,BOMBARDIER INC,CL-600-2C10
439,N522LR,BOMBARDIER INC,CL-600-2C10
440,N514MJ,BOMBARDIER INC,CL-600-2C10
441,N516LR,BOMBARDIER INC,CL-600-2C10
442,N506MJ,BOMBARDIER INC,CL-600-2C10
443,N919XJ,BOMBARDIER INC,CL-600-2D24
444,N903XJ,BOMBARDIER INC,CL-600-2D24
445,N930XJ,BOMBARDIER INC,CL-600-2D24
446,N602LR,BOMBARDIER INC,CL-600-2D24
447,N605LR,BOMBARDIER INC,CL-600-2D24
448,N925XJ,BOMBARDIER INC,CL-600-2D24
449,N917XJ,BOMBARDIER INC,CL-600-2D24
450,N931XJ,BOMBARDIER INC,CL-600-2D24
451,N929XJ,BOMBARDIER INC,CL-600-2D24
452,N493AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
453,N487AA,MCDONNELL DOUGLAS,DC-9-82(MD-82)
454,N355AA,CESSNA,152
455,N347AA,SIKORSKY,S-76A
456,N344AA,GULFSTREAM AEROSPACE,G-IV
457,N537AS,BOEING,737-890
458,N513AS,BOEING,737-890
459,N592AS,BOEING,737-890
460,N317AS,BOEING,737-990
461,N353JB,EMBRAER,ERJ 190-100 IGW
462,N265JB,EMBRAER,ERJ 190-100 IGW
463,N324JB,EMBRAER,ERJ 190-100 IGW
464,N228JB,EMBRAER,ERJ 190-100 IGW
465,N963DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
466,N336NW,AIRBUS INDUSTRIE,A320-212
467,N324NB,AIRBUS INDUSTRIE,A319-114
468,N935DL,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88
469,N365NW,AIRBUS INDUSTRIE,A320-212
470,N548US,BOEING,757-251
471,N16571,EMBRAER,EMB-145LR
472,N14902,EMBRAER,EMB-145LR
473,N12126,EMBRAER,EMB-145XR
474,N12201,EMBRAER,EMB-145XR
475,N11536,EMBRAER,EMB-145LR
476,N15986,EMBRAER,EMB-145LR
477,N18102,EMBRAER,EMB-145XR
478,N18101,EMBRAER,EMB-145XR
479,N25134,EMBRAER,EMB-145XR
480,N14188,EMBRAER,EMB-145XR
481,N11192,EMBRAER,EMB-145XR
482,N26141,EMBRAER,EMB-145XR
483,N11544,EMBRAER,EMB-145LR
484,N15912,EMBRAER,EMB-145LR
485,N11551,EMBRAER,EMB-145LR
486,N11109,EMBRAER,EMB-145XR
487,N13161,EMBRAER,EMB-145XR
488,N27200,EMBRAER,EMB-145XR
489,N718EV,BOMBARDIER INC,CL-600-2C10
490,N740EV,BOMBARDIER INC,CL-600-2C10
491,N759EV,BOMBARDIER INC,CL-600-2C10
492,N13538,EMBRAER,EMB-145LR
493,N13995,EMBRAER,EMB-145LR
494,N26549,EMBRAER,EMB-145LR
495,N14977,EMBRAER,EMB-145LR
496,N26545,EMBRAER,EMB-145LR
497,N11547,EMBRAER,EMB-145LR
498,N16911,EMBRAER,EMB-145LR
499,N13997,EMBRAER,EMB-145LR
500,N13566,EMBRAER,EMB-145LR
501,N17185,EMBRAER,EMB-145XR
502,N604QX,BOMBARDIER INC,CL-600-2C11
503,N676CA,BOMBARDIER INC,CL-600-2D24
504,N13975,EMBRAER,EMB-145LR
505,N17146,EMBRAER,EMB-145XR
506,N11187,EMBRAER,EMB-145XR
507,N12175,EMBRAER,EMB-145XR
508,N27190,EMBRAER,EMB-145XR
509,N14204,EMBRAER,EMB-145XR
510,N13964,EMBRAER,EMB-145LR
511,N14904,EMBRAER,EMB-145LR
512,N12552,EMBRAER,EMB-145LR
513,N17984,EMBRAER,EMB-145LR
514,N13994,EMBRAER,EMB-145LR
515,N14959,EMBRAER,EMB-145LR
516,N15983,EMBRAER,EMB-145LR
517,N36915,EMBRAER,EMB-145LR
518,N13908,EMBRAER,EMB-145LR
519,N11181,EMBRAER,EMB-145XR
520,N14570,EMBRAER,EMB-145LR
521,N13913,EMBRAER,EMB-145LR
522,N18556,EMBRAER,EMB-145LR
523,N21130,EMBRAER,EMB-145XR
524,N12563,EMBRAER,EMB-145LR
525,N14117,EMBRAER,EMB-145XR
526,N16178,EMBRAER,EMB-145XR
527,N11127,EMBRAER,EMB-145XR
528,N16976,EMBRAER,EMB-145LR
529,N11150,EMBRAER,EMB-145XR
530,N14543,EMBRAER,EMB-145LR
531,N17560,EMBRAER,EMB-145LR
532,N13970,EMBRAER,EMB-145LR
533,N11113,EMBRAER,EMB-145XR
534,N24128,EMBRAER,EMB-145XR
535,N41104,EMBRAER,EMB-145XR
536,N11535,EMBRAER,EMB-145LR
537,N16170,EMBRAER,EMB-145XR
538,N10575,EMBRAER,EMB-145LR
539,N14568,EMBRAER,EMB-145LR
540,N11189,EMBRAER,EMB-145XR
541,N16919,EMBRAER,EMB-145LR
542,N16541,EMBRAER,EMB-145LR
543,N16151,EMBRAER,EMB-145XR
544,N13989,EMBRAER,EMB-145LR
545,N17159,EMBRAER,EMB-145XR
546,N14179,EMBRAER,EMB-145XR
547,N14993,EMBRAER,EMB-145LR
548,N11107,EMBRAER,EMB-145XR
549,N14173,EMBRAER,EMB-145XR
550,N14203,EMBRAER,EMB-145XR
551,N11140,EMBRAER,EMB-145XR
552,N12160,EMBRAER,EMB-145XR
553,N11155,EMBRAER,EMB-145XR
554,N14168,EMBRAER,EMB-145XR
555,N16183,EMBRAER,EMB-145XR
556,N11119,EMBRAER,EMB-145XR
557,N13979,EMBRAER,EMB-145LR
558,N12172,EMBRAER,EMB-145XR
559,N14153,EMBRAER,EMB-145XR
560,N472CA,BOMBARDIER INC,CL-600-2B19
561,N945SW,BOMBARDIER INC,CL-600-2B19
562,N742SK,BOMBARDIER INC,CL-600-2C10
563,N752SK,BOMBARDIER INC,CL-600-2C10
564,N983SW,BOMBARDIER INC,CL-600-2B19
565,N923SW,BOMBARDIER INC,CL-600-2B19
566,N986SW,BOMBARDIER INC,CL-600-2B19
567,N783SK,BOMBARDIER INC,CL-600-2C10
568,N727SK,BOMBARDIER INC,CL-600-2C10
569,N795SK,BOMBARDIER INC,CL-600-2C10
570,N763SK,BOMBARDIER INC,CL-600-2C10
571,N745SK,BOMBARDIER INC,CL-600-2C10
572,N768SK,BOMBARDIER INC,CL-600-2C10
573,N785SK,BOMBARDIER INC,CL-600-2C10
574,N710SK,BOMBARDIER INC,CL-600-2C10
575,N78438,BOEING,737-924ER
576,N33203,BOEING,737-824
577,N37277,BOEING,737-824
578,N213UA,BOEING,777-222
579,N493UA,AIRBUS,A320-232
580,N837UA,AIRBUS INDUSTRIE,A319-131
581,N472UA,AIRBUS INDUSTRIE,A320-232
582,N817UA,AIRBUS INDUSTRIE,A319-131
583,N470UA,AIRBUS INDUSTRIE,A320-232
584,N809UA,AIRBUS INDUSTRIE,A319-131
585,N446UA,AIRBUS INDUSTRIE,A320-232
586,N498UA,AIRBUS,A320-232
587,N463UA,AIRBUS INDUSTRIE,A320-232
588,N657UA,BOEING,767-322
589,N409UA,AIRBUS INDUSTRIE,A320-232
590,N491UA,AIRBUS,A320-232
591,N422UA,AIRBUS INDUSTRIE,A320-232
592,N451UA,AIRBUS INDUSTRIE,A320-232
593,N824UA,AIRBUS INDUSTRIE,A319-131
594,N802UA,AIRBUS INDUSTRIE,A319-131
595,N842UA,AIRBUS INDUSTRIE,A319-131
596,N478UA,AIRBUS INDUSTRIE,A320-232
597,N566UA,BOEING,757-222
598,N852UA,AIRBUS,A319-131
599,N643UA,BOEING,767-322
600,N589UA,BOEING,757-222
601,N810UA,AIRBUS INDUSTRIE,A319-131
